20260401 060900;1.159900;1.159950;1.159550;1.159550;0
20260401 061000;1.159540;1.159720;1.159490;1.159590;0
20260401 061100;1.159590;1.159760;1.159590;1.159710;0
20260401 061200;1.159720;1.159760;1.159620;1.159690;0
20260401 061300;1.159670;1.159930;1.159670;1.159860;0
20260401 061400;1.159860;1.159870;1.159640;1.159640;0
20260401 061500;1.159630;1.159710;1.159570;1.159690;0
20260401 061600;1.159700;1.159720;1.159630;1.159720;0
20260401 061700;1.159720;1.159750;1.159540;1.159540;0
20260401 061800;1.159550;1.159660;1.159540;1.159660;0
20260401 061900;1.159650;1.159740;1.159510;1.159720;0
20260401 062000;1.159730;1.159860;1.159620;1.159640;0
20260401 062100;1.159650;1.159990;1.159640;1.159980;0
20260401 062200;1.159990;1.159990;1.159760;1.159850;0
20260401 062300;1.159850;1.159920;1.159810;1.159880;0
20260401 062400;1.159870;1.159880;1.159720;1.159740;0
20260401 062500;1.159750;1.159770;1.159590;1.159690;0
20260401 062600;1.159700;1.159750;1.159440;1.159660;0
20260401 062700;1.159660;1.159680;1.159580;1.159590;0
20260401 062800;1.159570;1.159610;1.159510;1.159560;0
20260401 062900;1.159530;1.159700;1.159530;1.159640;0
20260401 063000;1.159670;1.159960;1.159670;1.159940;0
20260401 063100;1.159950;1.159970;1.159750;1.159850;0
20260401 063200;1.159880;1.159890;1.159700;1.159720;0
20260401 063300;1.159710;1.159730;1.159640;1.159720;0
20260401 063400;1.159730;1.159770;1.159690;1.159740;0
20260401 063500;1.159720;1.159760;1.159580;1.159690;0
20260401 063600;1.159730;1.159820;1.159680;1.159760;0
20260401 063700;1.159780;1.159820;1.159670;1.159790;0
20260401 063800;1.159790;1.159860;1.159730;1.159860;0
20260401 063900;1.159850;1.159860;1.159710;1.159720;0
20260401 064000;1.159720;1.159900;1.159720;1.159890;0
20260401 064100;1.159880;1.159910;1.159800;1.159830;0
20260401 064200;1.159820;1.159910;1.159800;1.159840;0
20260401 064300;1.159850;1.159880;1.159780;1.159860;0
20260401 064400;1.159860;1.160020;1.159860;1.159960;0
20260401 064500;1.159970;1.160200;1.159960;1.160170;0
20260401 064600;1.160190;1.160340;1.160070;1.160070;0
20260401 064700;1.160040;1.160260;1.160020;1.160260;0
20260401 064800;1.160290;1.160350;1.160140;1.160140;0
20260401 064900;1.160140;1.160320;1.160090;1.160300;0
20260401 065000;1.160290;1.160350;1.160170;1.160240;0
20260401 065100;1.160240;1.160290;1.160170;1.160210;0
20260401 065200;1.160210;1.160250;1.160130;1.160130;0
20260401 065300;1.160130;1.160180;1.160050;1.160050;0
20260401 065400;1.160030;1.160090;1.159930;1.160090;0
20260401 065500;1.160060;1.160060;1.159530;1.159610;0
20260401 065600;1.159630;1.159730;1.159540;1.159540;0
20260401 065700;1.159550;1.159880;1.159540;1.159880;0
20260401 065800;1.159880;1.159990;1.159860;1.159890;0
20260401 065900;1.159890;1.159970;1.159890;1.159950;0
20260401 070000;1.159970;1.160000;1.159870;1.159930;0
20260401 070100;1.159940;1.159970;1.159910;1.159960;0
20260401 070200;1.159940;1.160000;1.159790;1.159900;0
20260401 070300;1.159930;1.160070;1.159920;1.159960;0
20260401 070400;1.159960;1.160260;1.159940;1.160160;0
20260401 070500;1.160150;1.160160;1.159950;1.159960;0
20260401 070600;1.159960;1.160010;1.159940;1.159960;0
20260401 070700;1.159970;1.160000;1.159930;1.159960;0
20260401 070800;1.159960;1.160390;1.159940;1.160360;0
20260401 070900;1.160360;1.160380;1.160190;1.160340;0
20260401 071000;1.160310;1.160350;1.160170;1.160240;0
